N,P,K,temperature,humidity,ph,rainfall,label
51.6,50.2,47.1,31.06,91.5,6.47,149.07,papaya
41.5,59.3,56.7,29.51,92.07,6.25,138.98,papaya
53.9,61.1,50.2,36.17,96.32,7.09,134.55,papaya
41.3,55.5,47.2,34.85,90.73,6.74,161.76,papaya
49.4,52.8,53.5,27.86,92.01,6.74,145.32,papaya
51.1,60.6,49.9,32.4,91.89,6.63,160.75,papaya
46.1,61.7,50.1,31.94,93.43,6.6,157.76,papaya
51.3,54.5,51.6,35.14,94.24,6.94,154.83,papaya
43.2,69.7,45.8,36.35,93.15,6.52,142.51,papaya
49.5,64.0,47.9,32.71,89.0,7.1,123.59,papaya
52.0,57.0,49.7,35.93,95.01,6.8,158.1,papaya
52.0,62.6,48.6,36.73,94.17,6.97,131.8,papaya
49.0,58.7,45.9,38.28,92.48,6.81,133.46,papaya
42.0,54.5,50.7,35.52,92.74,6.82,138.26,papaya
53.0,64.9,52.1,35.93,92.94,6.45,124.11,papaya
52.7,57.4,51.3,38.53,93.59,7.0,146.89,papaya
45.2,57.2,47.6,38.17,93.69,6.85,169.72,papaya
37.9,60.4,46.1,33.48,92.03,6.88,149.56,papaya
58.1,54.5,52.1,33.99,90.05,6.57,142.0,papaya
56.7,59.8,46.5,33.08,95.53,6.77,138.45,papaya
53.0,61.3,48.6,35.01,92.01,6.89,148.39,papaya
52.9,53.7,47.5,36.34,92.38,6.81,138.87,papaya
55.4,54.5,49.6,35.86,94.26,6.65,184.19,papaya
51.9,52.3,51.1,32.35,93.15,6.74,146.49,papaya
44.5,62.5,46.5,30.17,93.05,7.07,137.95,papaya
54.2,62.9,52.4,32.57,90.86,6.31,139.74,papaya
57.1,51.9,52.1,30.65,92.66,6.89,131.81,papaya
51.0,55.4,52.1,34.21,92.58,7.06,158.25,papaya
45.9,57.1,49.8,33.74,96.29,6.82,104.28,papaya
46.7,47.8,49.0,27.54,91.19,6.45,152.68,papaya
50.0,59.0,49.7,29.32,93.27,7.13,153.18,papaya
47.4,50.4,47.3,34.86,94.11,6.8,161.0,papaya
54.2,60.0,48.0,34.02,91.23,6.75,151.62,papaya
60.1,51.0,51.4,37.94,93.64,6.92,156.75,papaya
57.8,52.1,45.8,33.48,89.26,7.0,169.41,papaya
47.4,55.6,49.8,33.66,92.69,6.86,141.55,papaya
55.7,59.7,48.2,37.51,90.46,6.73,164.34,papaya
45.7,59.0,51.6,30.92,92.39,6.72,133.97,papaya
63.8,53.7,53.0,32.32,90.87,6.77,157.98,papaya
55.5,65.3,58.8,34.25,91.51,6.84,139.68,papaya
55.6,51.0,57.1,36.07,89.97,6.61,161.32,papaya
57.1,51.1,52.1,27.66,92.37,6.97,133.97,papaya
41.0,58.2,48.2,35.39,91.17,6.6,104.58,papaya
51.0,56.7,46.4,34.08,94.04,6.71,150.36,papaya
51.6,51.5,56.2,32.09,93.48,6.9,142.21,papaya
53.6,58.7,45.7,32.5,91.58,6.66,118.92,papaya
56.8,65.5,52.9,37.31,91.98,6.62,129.43,papaya
53.9,58.6,49.8,37.39,93.11,6.58,131.38,papaya
54.1,62.7,51.7,39.19,94.95,6.84,128.23,papaya
42.1,55.6,52.3,38.98,93.13,6.98,140.09,papaya
53.7,61.6,44.1,32.26,93.92,6.8,121.07,papaya
35.4,55.7,49.8,30.85,92.71,6.85,158.41,papaya
35.9,50.9,49.1,35.22,93.23,6.84,137.33,papaya
48.0,53.9,52.3,30.74,93.78,6.79,144.1,papaya
46.1,50.7,48.1,32.51,88.95,6.71,163.49,papaya
53.4,55.0,50.1,31.83,92.72,7.06,164.37,papaya
53.1,55.0,52.2,28.44,92.12,6.87,159.81,papaya
54.0,59.0,49.4,35.11,91.07,6.58,146.23,papaya
51.0,48.4,51.4,35.82,92.38,7.22,131.34,papaya
47.8,55.5,49.8,32.51,90.39,6.64,143.05,papaya
57.4,68.5,54.0,31.17,91.46,6.72,180.69,papaya
49.0,50.9,48.5,35.77,93.53,6.71,158.67,papaya
36.4,58.0,52.6,31.0,91.25,6.38,176.8,papaya
45.7,58.7,51.8,38.04,92.27,6.64,148.46,papaya
57.7,56.6,47.1,28.88,90.67,6.92,138.59,papaya
46.4,53.9,50.3,32.78,92.09,7.02,175.76,papaya
40.3,59.1,47.7,32.76,92.96,6.71,149.61,papaya
54.0,59.0,48.1,31.61,90.34,6.58,184.24,papaya
45.2,51.5,51.0,33.17,92.21,7.03,155.98,papaya
46.8,55.4,48.5,36.12,92.04,6.39,144.03,papaya
40.8,68.4,47.1,33.01,92.89,6.69,139.2,papaya
52.5,65.1,52.3,37.94,90.93,6.81,148.1,papaya
52.1,64.4,49.3,32.28,93.3,6.39,140.26,papaya
49.2,52.9,53.2,30.31,92.3,6.81,172.07,papaya
49.9,62.2,52.1,33.87,90.87,6.46,147.13,papaya
46.7,62.1,52.2,32.95,90.76,6.85,124.64,papaya
45.4,52.6,49.6,37.01,92.49,6.66,114.49,papaya
53.3,53.6,50.4,32.44,93.76,6.72,143.82,papaya
52.9,68.0,52.7,33.23,92.5,6.65,126.0,papaya
46.7,53.6,52.0,30.29,94.5,6.9,145.41,papaya
50.0,54.7,50.8,36.76,91.45,6.44,159.06,papaya
51.9,51.9,47.8,30.92,91.41,6.69,139.67,papaya
46.1,53.7,49.3,34.0,92.03,6.98,155.16,papaya
40.5,60.1,51.8,32.2,90.26,6.75,144.85,papaya
43.3,50.2,49.7,32.8,91.87,6.73,122.94,papaya
47.4,60.2,49.0,28.48,91.79,6.54,150.34,papaya
51.9,49.2,52.3,30.16,94.84,6.74,120.07,papaya
43.1,59.2,48.8,33.21,94.92,6.61,146.2,papaya
58.5,58.9,45.2,35.02,90.76,7.03,128.54,papaya
67.8,64.8,47.6,33.56,93.63,6.91,153.85,papaya
32.5,17.0,29.3,26.15,95.29,6.11,181.87,coconut
30.7,9.3,30.6,26.72,96.5,5.54,200.86,coconut
27.8,19.5,33.4,27.06,94.6,6.07,170.25,coconut
27.4,14.6,29.9,24.16,94.64,5.96,172.46,coconut
28.4,11.8,33.9,26.4,93.78,5.71,177.86,coconut
33.0,21.6,31.7,27.05,93.46,5.56,174.48,coconut
26.6,21.7,30.6,28.11,95.8,5.86,150.57,coconut
33.0,22.9,27.3,28.01,94.57,6.05,201.72,coconut
32.9,20.1,30.9,27.12,93.4,5.98,163.97,coconut
26.2,16.0,28.7,26.64,93.51,6.15,153.17,coconut
27.0,18.0,29.4,26.33,91.62,6.11,187.21,coconut
29.5,21.7,30.4,26.98,94.23,6.21,153.84,coconut
23.9,23.8,25.1,26.36,95.76,5.97,171.42,coconut
28.0,16.1,30.1,25.82,95.66,6.43,175.5,coconut
22.0,15.4,29.6,27.01,92.49,5.77,185.16,coconut
31.3,15.0,27.3,29.78,95.17,5.92,190.54,coconut
27.0,21.0,30.3,26.59,93.83,5.57,206.57,coconut
23.7,12.1,29.6,25.54,93.92,6.21,192.43,coconut
30.8,16.3,30.1,26.91,91.36,6.17,155.64,coconut
35.7,15.9,29.6,25.73,93.06,6.68,191.61,coconut
21.3,23.5,32.4,26.22,94.46,6.0,207.09,coconut
24.3,18.1,29.1,25.07,97.29,5.65,180.8,coconut
20.5,15.9,30.8,25.68,94.88,5.92,194.9,coconut
32.9,15.2,30.2,26.68,94.93,6.0,180.35,coconut
26.5,18.0,32.6,27.15,95.05,6.22,175.19,coconut
28.8,13.2,32.5,23.72,93.87,6.34,157.04,coconut
29.1,14.8,29.3,27.45,94.3,5.39,162.85,coconut
31.4,19.3,33.5,28.18,93.49,6.75,177.87,coconut
23.6,15.0,25.5,28.11,96.39,5.7,174.08,coconut
27.9,13.7,26.5,26.29,93.52,5.88,180.84,coconut
33.2,16.3,30.3,27.23,94.83,5.82,178.95,coconut
29.7,13.0,32.5,27.93,92.92,6.06,187.13,coconut
25.3,19.4,30.3,25.03,94.69,5.67,191.59,coconut
24.8,16.9,32.7,27.0,92.38,5.7,168.51,coconut
29.1,18.9,28.3,25.33,94.42,5.95,209.86,coconut
27.6,24.8,27.7,24.93,92.32,6.36,203.84,coconut
24.4,15.7,27.7,24.69,95.08,6.07,177.66,coconut
21.9,24.1,29.0,27.03,91.82,5.94,181.87,coconut
28.8,18.1,31.0,25.37,94.3,6.03,180.98,coconut
27.8,12.4,27.4,24.29,95.23,6.25,190.15,coconut
28.7,9.0,27.9,26.67,94.2,5.93,183.03,coconut
27.5,18.0,28.7,27.48,93.35,5.6,165.94,coconut
26.1,21.5,29.9,26.31,92.13,6.24,167.72,coconut
27.1,23.4,31.0,24.87,91.35,5.98,159.31,coconut
30.1,17.7,30.3,25.79,96.61,6.85,173.32,coconut
28.9,17.9,29.5,25.67,92.37,5.66,183.58,coconut
25.4,7.2,30.9,26.46,96.02,6.11,155.32,coconut
18.6,14.6,28.7,27.44,93.99,6.34,157.63,coconut
31.4,20.4,26.0,27.82,94.14,6.12,164.53,coconut
32.6,12.8,31.7,27.32,92.54,6.6,180.97,coconut
30.1,11.4,34.2,25.28,95.54,5.7,168.22,coconut
30.7,21.6,27.5,27.59,95.57,5.72,201.48,coconut
21.7,15.0,31.0,25.65,94.4,6.07,174.69,coconut
30.8,16.6,30.5,27.65,95.19,6.24,160.26,coconut
29.6,14.0,27.4,26.43,92.64,6.24,189.72,coconut
19.9,14.2,27.1,26.04,94.68,5.93,168.65,coconut
32.7,8.3,32.5,25.96,93.88,5.84,200.64,coconut
22.6,17.5,31.1,24.89,92.62,5.96,164.2,coconut
24.2,16.1,31.3,26.16,95.62,5.7,158.72,coconut
35.2,14.9,27.4,24.76,95.61,5.9,173.69,coconut
26.9,21.6,29.6,28.84,94.2,6.32,189.58,coconut
27.4,15.2,30.7,27.01,93.14,6.05,196.04,coconut
35.8,20.9,33.7,25.87,95.05,6.4,164.06,coconut
25.6,24.5,28.0,25.16,96.29,6.36,183.98,coconut
27.3,15.7,30.6,28.08,94.36,6.65,164.03,coconut
27.4,16.0,27.8,26.35,94.63,6.16,210.06,coconut
29.4,22.1,30.1,28.18,97.6,6.16,162.61,coconut
25.3,18.6,30.9,27.2,94.69,6.0,167.96,coconut
29.1,24.9,32.0,27.03,95.54,5.89,169.88,coconut
24.5,17.0,29.2,27.71,93.29,5.76,206.64,coconut
25.7,18.1,30.9,25.36,95.85,6.19,200.88,coconut
24.8,17.9,30.1,26.76,91.82,6.03,156.1,coconut
28.9,9.0,26.3,27.32,93.18,5.7,196.56,coconut
28.8,21.0,29.7,29.18,93.09,6.52,176.58,coconut
20.9,19.4,30.6,25.45,92.62,5.99,182.75,coconut
17.6,21.7,29.0,25.17,95.41,5.99,195.74,coconut
29.3,17.5,29.7,26.98,93.38,5.74,186.65,coconut
26.9,17.6,32.2,26.39,94.02,5.82,183.96,coconut
28.9,21.1,28.8,26.04,95.19,6.08,163.91,coconut
32.7,10.7,31.6,25.23,96.83,5.54,194.78,coconut
27.2,16.0,30.4,27.13,92.64,5.76,187.24,coconut
20.7,15.2,36.1,25.53,95.72,5.82,185.14,coconut
30.1,22.0,29.6,28.49,93.12,6.07,181.18,coconut
23.0,16.4,30.3,26.07,97.66,5.75,195.19,coconut
30.9,17.4,28.3,25.73,93.22,5.46,162.45,coconut
21.6,22.9,31.2,27.29,94.88,6.05,199.41,coconut
25.1,17.9,31.5,25.18,98.64,6.01,179.63,coconut
32.5,21.2,30.1,26.63,91.74,5.83,185.26,coconut
29.3,22.4,29.8,25.11,95.59,6.43,190.97,coconut
26.8,21.7,36.9,26.62,92.03,5.82,186.88,coconut
21.1,18.2,30.8,28.04,95.97,6.26,145.06,coconut
31.2,20.3,30.5,24.77,92.83,5.65,147.27,coconut
27.5,14.3,35.3,26.33,95.94,5.53,169.55,coconut
27.9,13.9,29.2,26.28,93.65,6.56,183.17,coconut
29.4,19.7,31.2,26.42,93.52,6.05,194.85,coconut
32.0,16.5,31.5,26.31,94.05,5.86,174.78,coconut
32.9,17.9,30.3,25.05,93.54,5.93,165.06,coconut
27.6,15.8,30.2,26.62,92.57,5.88,178.66,coconut
32.2,18.5,28.7,26.9,96.56,6.28,185.71,coconut
30.4,23.3,32.2,27.07,95.6,5.68,154.97,coconut
121.3,47.8,18.9,24.83,75.34,6.79,72.58,cotton
106.9,55.0,17.3,23.41,82.27,7.26,69.46,cotton
125.5,48.9,24.7,24.4,79.65,6.66,71.28,cotton
113.4,54.4,20.0,24.57,83.79,6.06,81.39,cotton
120.4,49.7,18.3,23.24,81.22,7.95,80.02,cotton
130.1,46.5,18.8,23.22,78.78,6.18,71.38,cotton
115.5,46.6,20.3,24.36,79.96,6.77,65.18,cotton
115.4,42.6,20.9,24.91,82.35,7.3,74.33,cotton
115.8,43.8,17.0,24.99,79.56,6.5,70.87,cotton
113.1,47.7,22.1,23.65,74.37,6.92,74.22,cotton
118.2,44.4,20.4,24.07,79.94,7.17,72.85,cotton
116.1,54.4,21.1,24.83,83.07,7.21,79.64,cotton
107.4,48.5,19.6,25.68,82.32,6.75,76.86,cotton
121.3,49.8,18.0,24.36,79.43,7.11,71.38,cotton
115.3,53.4,17.9,23.02,79.87,6.69,70.57,cotton
120.8,40.0,18.0,26.05,81.15,6.7,77.09,cotton
124.5,52.5,19.7,24.98,74.9,6.58,75.82,cotton
122.6,42.9,20.5,23.38,79.31,7.41,79.54,cotton
112.0,42.2,19.2,23.97,78.36,7.42,76.74,cotton
123.2,41.2,22.3,21.18,82.09,7.37,72.84,cotton
130.2,47.2,20.1,24.34,87.97,7.54,78.51,cotton
112.7,48.2,18.4,24.82,80.35,6.55,75.41,cotton
113.2,48.3,18.3,24.03,81.88,6.98,73.05,cotton
121.6,51.0,17.8,24.26,83.29,7.23,75.29,cotton
125.1,49.8,21.5,21.98,76.12,7.4,67.47,cotton
123.2,45.7,18.0,24.35,80.5,7.84,71.88,cotton
131.5,49.3,18.7,24.8,81.41,7.01,76.33,cotton
115.2,43.4,21.5,23.78,79.8,7.11,76.33,cotton
108.6,53.9,20.2,23.8,81.08,7.09,78.84,cotton
124.3,51.1,22.7,24.88,79.6,6.55,83.34,cotton
118.1,45.1,16.5,24.34,80.37,6.39,77.27,cotton
116.0,61.0,18.9,23.56,77.81,7.51,73.14,cotton
114.2,51.0,17.2,24.63,84.45,7.23,78.19,cotton
127.0,56.0,22.4,24.44,82.26,6.65,78.88,cotton
112.0,45.7,13.8,24.4,78.39,7.44,76.95,cotton
129.0,42.1,22.1,26.11,81.91,7.32,75.85,cotton
115.8,51.3,17.0,23.58,75.57,6.72,78.21,cotton
124.0,47.8,20.3,22.11,79.07,6.73,71.7,cotton
124.8,43.2,18.8,21.91,79.26,6.56,75.4,cotton
112.4,48.0,19.7,25.67,81.24,6.26,68.68,cotton
120.4,42.9,14.1,25.35,81.8,7.21,71.96,cotton
123.4,44.0,20.4,23.08,83.79,6.37,81.16,cotton
120.3,45.1,20.3,24.73,83.42,7.13,70.55,cotton
120.4,56.6,22.7,24.91,81.99,7.28,80.79,cotton
116.3,40.7,20.1,23.18,77.36,6.71,87.43,cotton
121.1,49.3,17.6,22.16,77.95,7.58,76.67,cotton
124.8,51.2,18.8,25.39,78.42,7.56,77.21,cotton
105.7,43.8,16.4,25.16,79.94,6.11,76.88,cotton
115.7,40.1,23.4,24.11,79.27,6.84,67.43,cotton
109.6,53.9,19.1,24.02,74.89,6.47,78.05,cotton
123.0,56.3,22.7,23.77,81.18,6.87,85.27,cotton
129.2,48.3,20.4,25.44,81.45,7.62,64.03,cotton
123.7,44.9,23.5,25.55,80.08,7.61,83.92,cotton
120.6,59.9,19.9,23.79,82.16,6.86,75.43,cotton
131.3,47.6,16.6,24.37,78.26,7.35,78.48,cotton
131.8,52.0,22.2,23.33,82.01,7.79,71.56,cotton
134.4,44.8,18.3,24.3,81.79,7.36,70.19,cotton
123.5,44.1,17.0,23.07,78.12,7.21,80.76,cotton
108.2,49.3,17.6,24.63,78.44,6.58,79.0,cotton
115.3,45.9,15.6,24.95,82.05,7.0,67.36,cotton
129.7,44.2,19.1,26.31,78.24,7.3,77.81,cotton
123.1,48.9,20.8,24.27,79.87,7.6,68.44,cotton
128.2,51.6,21.4,25.12,79.77,6.25,74.64,cotton
112.1,43.8,17.5,23.52,78.51,6.05,78.5,cotton
137.8,50.5,19.6,23.95,78.95,7.04,74.81,cotton
113.3,55.9,17.0,24.72,79.75,7.76,76.7,cotton
117.1,46.3,20.1,22.86,78.08,6.29,70.39,cotton
120.8,49.0,16.0,23.86,81.41,6.93,71.83,cotton
116.7,44.8,18.7,24.17,85.77,6.7,73.41,cotton
119.6,44.1,22.2,21.63,78.67,7.33,73.53,cotton
113.4,49.7,21.8,24.21,78.0,7.18,72.99,cotton
126.0,54.9,14.8,24.11,75.66,7.98,72.66,cotton
126.0,47.3,18.4,23.08,83.96,7.38,84.72,cotton
120.4,48.9,19.5,23.71,77.4,7.03,71.05,cotton
123.5,48.4,20.6,25.68,79.91,7.3,85.26,cotton
130.5,53.3,19.4,24.23,76.7,7.2,76.37,cotton
120.2,52.6,17.6,25.63,82.25,6.97,74.26,cotton
123.8,55.1,20.2,24.14,80.05,7.71,73.16,cotton
119.8,54.8,20.3,25.14,77.72,6.92,82.42,cotton
114.6,46.7,20.5,23.01,78.97,7.05,75.23,cotton
130.2,55.2,18.3,24.11,81.69,7.61,78.59,cotton
122.3,50.8,21.3,23.07,80.48,7.58,73.96,cotton
121.0,46.3,15.4,24.02,80.75,6.8,69.23,cotton
113.0,51.3,23.9,25.38,76.64,7.34,71.68,cotton
115.3,45.2,21.4,24.96,79.75,6.97,77.32,cotton
124.5,53.4,17.4,24.02,77.33,6.98,73.87,cotton
119.6,43.5,17.0,21.91,79.67,6.83,71.62,cotton
130.6,43.2,22.8,25.62,75.12,7.04,73.0,cotton
96.7,40.3,21.5,26.02,82.26,7.13,74.89,cotton
133.5,58.2,18.8,22.0,74.75,7.53,74.76,cotton
121.5,38.5,18.5,23.7,80.52,6.84,69.81,cotton
113.7,53.5,20.5,24.61,77.75,5.82,72.38,cotton
113.1,49.2,26.6,24.7,86.84,7.23,71.85,cotton
122.8,56.4,23.7,23.42,80.63,6.43,79.12,cotton
132.4,47.7,18.7,24.36,81.04,7.03,75.89,cotton
118.6,52.5,21.5,23.02,77.47,6.9,78.68,cotton
121.2,44.3,20.5,23.67,82.2,7.13,73.42,cotton
121.9,54.1,18.9,24.4,79.82,7.17,71.73,cotton
120.9,53.0,18.1,22.67,76.77,6.53,77.98,cotton
108.8,46.0,21.2,24.42,79.04,7.08,75.54,cotton
78.2,46.4,46.7,25.31,84.94,6.6,174.15,jute
69.3,43.5,45.7,23.98,83.26,6.38,164.47,jute
77.3,47.2,42.8,24.95,76.25,6.71,171.81,jute
72.7,43.1,43.1,22.67,82.35,6.65,167.27,jute
85.9,54.9,43.4,25.0,80.76,6.24,169.78,jute
72.7,53.6,38.8,25.35,79.11,6.49,169.13,jute
90.4,43.6,40.4,23.72,76.56,6.74,167.17,jute
72.3,48.9,37.5,23.69,74.68,6.73,184.44,jute
92.1,43.9,46.5,23.5,80.75,6.53,166.29,jute
74.0,47.2,41.7,25.17,74.67,6.45,165.83,jute
79.1,46.4,37.1,24.77,84.29,6.6,170.66,jute
84.5,44.7,42.0,23.78,83.0,6.85,168.8,jute
75.3,44.9,44.1,23.23,75.5,6.58,174.84,jute
77.8,40.0,38.8,24.4,75.62,6.96,184.19,jute
79.4,48.7,33.5,24.08,80.51,6.62,167.63,jute
98.2,56.6,41.4,25.64,70.82,6.51,170.3,jute
78.1,45.1,32.3,24.89,79.13,7.23,167.12,jute
73.0,34.1,39.1,25.4,75.66,7.39,172.43,jute
81.2,40.7,40.9,22.52,79.58,6.97,188.59,jute
71.8,48.3,41.7,24.94,74.9,6.03,178.47,jute
78.8,44.7,42.3,24.46,73.54,6.17,163.71,jute
99.1,51.1,40.6,24.32,76.76,7.1,170.09,jute
84.6,45.8,45.8,25.24,81.24,6.57,185.58,jute
77.5,48.1,44.9,23.46,78.11,6.88,180.2,jute
76.4,57.9,36.1,25.96,81.15,7.32,159.12,jute
73.0,55.0,34.4,22.89,76.04,6.81,190.92,jute
78.5,44.5,40.9,24.97,78.82,6.7,155.45,jute
72.7,54.6,40.6,24.18,80.85,6.41,172.75,jute
81.1,45.3,40.3,24.31,73.3,6.8,161.72,jute
81.3,54.4,39.2,23.33,77.12,6.5,180.95,jute
78.8,56.0,43.5,24.35,79.65,6.63,175.34,jute
77.1,51.3,44.3,25.3,80.27,7.03,180.51,jute
70.9,56.0,45.4,24.27,76.39,6.93,180.51,jute
78.4,41.2,40.9,25.05,79.68,6.85,172.29,jute
88.0,47.8,38.6,24.32,72.26,6.7,181.88,jute
82.7,55.1,39.2,24.99,79.88,7.45,176.45,jute
71.6,51.7,45.6,24.18,80.02,7.12,185.17,jute
81.0,44.0,39.8,24.96,80.22,6.85,171.2,jute
84.4,51.8,41.1,23.66,76.96,7.03,161.17,jute
63.3,55.0,41.5,25.11,74.27,6.97,177.75,jute
67.3,54.6,40.5,24.1,76.37,6.15,180.93,jute
82.1,46.5,43.8,23.12,75.71,6.49,172.21,jute
80.5,49.7,39.0,23.62,82.56,7.47,176.43,jute
73.9,54.9,35.7,24.17,75.41,6.4,172.2,jute
73.1,47.6,40.1,23.88,76.39,6.68,183.1,jute
78.8,51.6,41.8,25.07,81.66,6.41,170.27,jute
94.1,46.2,31.6,24.3,77.9,5.96,188.34,jute
74.3,49.1,39.3,23.21,74.29,6.47,185.86,jute
78.8,44.9,37.2,25.7,81.89,7.11,179.92,jute
82.3,41.4,39.3,23.82,72.02,7.07,168.04,jute
89.6,51.9,41.7,25.11,75.65,7.31,175.43,jute
82.4,44.3,37.2,24.98,78.15,6.51,160.62,jute
69.8,53.5,38.2,24.16,81.85,6.41,167.73,jute
73.8,55.6,46.0,25.25,79.85,6.58,194.47,jute
82.1,51.8,39.7,24.23,82.49,6.91,189.51,jute
82.0,43.3,38.2,24.6,75.62,6.42,187.01,jute
75.6,48.2,40.9,23.91,81.85,6.41,177.62,jute
82.0,47.2,36.1,25.37,79.73,6.55,182.07,jute
83.0,41.1,37.4,25.64,78.43,6.58,166.42,jute
75.9,45.3,37.5,22.76,80.92,7.04,162.27,jute
81.1,43.0,39.2,24.16,76.22,7.35,170.6,jute
73.5,43.7,43.1,22.85,75.21,7.18,177.44,jute
81.5,58.2,40.7,23.79,76.65,6.41,187.56,jute
84.6,53.1,43.6,24.09,74.67,6.73,166.27,jute
81.3,53.2,39.5,24.65,77.22,6.99,168.32,jute
62.4,49.9,43.0,24.95,75.58,6.41,179.94,jute
81.1,46.9,45.5,23.55,82.83,6.76,156.64,jute
78.6,52.3,38.9,23.03,77.01,6.49,179.92,jute
86.2,42.2,37.9,25.26,74.92,6.43,163.21,jute
82.8,49.0,37.9,24.51,82.08,6.46,155.48,jute
83.6,46.9,37.9,25.15,80.02,6.09,168.47,jute
98.5,50.4,42.0,25.67,77.55,6.99,182.18,jute
84.3,45.9,40.5,23.91,77.54,6.4,167.09,jute
77.7,42.8,38.5,24.34,78.71,7.03,170.36,jute
90.7,52.2,41.5,24.65,78.46,7.11,187.24,jute
90.7,47.7,41.7,25.84,75.63,6.65,175.16,jute
87.2,52.1,39.3,22.99,78.24,6.47,160.1,jute
69.9,49.1,44.1,24.54,78.13,7.1,159.56,jute
84.2,47.4,41.7,24.02,75.05,6.79,191.49,jute
86.9,45.0,36.0,22.82,81.45,6.46,171.74,jute
90.6,39.4,44.5,24.25,74.05,6.68,167.77,jute
83.5,44.3,34.3,24.28,73.43,6.81,163.13,jute
76.1,48.4,39.4,24.75,79.54,6.4,174.36,jute
53.4,48.7,39.1,23.52,78.45,7.1,170.24,jute
72.4,48.3,36.0,23.84,81.17,6.77,156.21,jute
65.6,48.3,42.6,22.88,78.85,7.15,193.88,jute
82.6,50.0,33.6,26.6,75.77,6.47,172.45,jute
92.1,58.5,40.4,25.5,77.63,6.44,189.77,jute
75.0,55.2,43.9,25.11,82.99,7.42,173.25,jute
73.5,38.2,46.7,24.06,80.91,6.53,190.38,jute
74.4,41.5,39.4,23.97,79.29,6.73,181.28,jute
77.7,44.2,38.2,26.54,78.18,6.15,169.8,jute
80.8,56.7,43.1,23.58,84.76,6.74,187.46,jute
70.8,35.5,35.8,21.25,83.84,6.81,165.75,jute
83.6,48.4,41.9,25.71,76.63,6.49,183.28,jute
86.4,48.0,46.5,24.06,74.8,6.88,168.25,jute
84.0,43.3,38.8,26.39,76.28,6.51,186.71,jute
71.6,44.0,41.7,25.44,81.16,6.53,180.96,jute
76.3,44.5,43.6,23.95,78.33,6.8,164.29,jute
87.7,50.3,34.0,24.78,75.18,7.08,160.55,jute
97.1,28.9,30.1,26.64,52.94,7.1,165.38,coffee
110.9,31.0,30.0,23.57,55.81,7.08,178.28,coffee
95.0,16.2,29.6,25.07,56.75,6.76,170.64,coffee
107.9,29.3,26.4,24.99,64.41,6.71,163.02,coffee
102.9,29.2,25.2,25.14,57.39,6.98,158.22,coffee
86.8,29.2,28.4,23.67,55.0,6.76,176.38,coffee
103.9,30.0,30.9,25.65,59.59,5.87,159.17,coffee
91.6,32.2,29.7,25.55,52.98,6.91,166.91,coffee
104.5,24.2,28.5,25.84,55.42,6.73,125.09,coffee
96.1,34.7,30.9,25.75,63.46,5.9,145.27,coffee
96.8,30.9,31.8,24.2,60.49,6.48,175.67,coffee
91.7,27.0,29.0,27.08,55.93,6.59,165.1,coffee
104.4,31.0,30.4,24.87,56.45,6.61,161.24,coffee
98.8,27.6,27.0,26.5,58.04,6.9,157.5,coffee
86.1,26.1,29.6,26.61,51.29,6.61,165.21,coffee
94.7,27.8,28.7,24.41,56.27,6.39,167.75,coffee
94.1,23.9,33.5,26.94,51.92,6.37,161.14,coffee
102.6,21.5,32.3,26.74,58.95,7.01,164.28,coffee
103.6,33.7,32.2,24.24,59.4,6.4,165.06,coffee
103.8,22.0,29.8,25.9,56.19,6.69,169.59,coffee
99.8,28.4,32.8,26.21,58.1,6.31,167.57,coffee
102.6,32.6,30.1,22.78,52.4,6.82,148.95,coffee
103.5,28.0,29.7,25.36,54.9,6.6,148.73,coffee
97.0,26.2,29.5,26.88,57.11,6.91,180.57,coffee
106.8,29.6,30.7,26.8,57.77,6.9,166.71,coffee
97.1,31.1,30.2,25.34,56.07,6.65,172.45,coffee
107.1,28.9,31.2,27.41,57.05,6.27,177.02,coffee
95.8,24.7,26.4,26.36,52.64,6.37,166.32,coffee
105.8,24.9,29.7,24.19,55.85,6.68,149.98,coffee
98.0,21.6,32.3,26.27,59.88,6.99,145.12,coffee
97.1,19.9,36.3,25.28,60.62,6.23,172.45,coffee
114.9,27.3,28.0,25.29,50.82,6.59,169.81,coffee
99.7,26.4,31.1,26.41,52.52,6.63,194.04,coffee
89.3,27.2,33.9,27.16,55.96,6.66,157.47,coffee
94.0,27.2,29.4,25.67,55.25,6.22,156.88,coffee
113.7,27.8,29.3,26.63,57.03,7.16,157.44,coffee
105.6,24.5,31.0,25.91,57.33,6.45,147.93,coffee
102.3,30.0,29.7,25.93,57.39,6.63,154.49,coffee
100.1,38.3,30.6,26.47,58.81,6.52,176.91,coffee
97.7,31.7,29.3,24.06,58.6,6.27,165.53,coffee
90.4,26.2,27.1,29.74,52.54,6.6,174.65,coffee
108.3,30.9,29.4,27.53,60.24,6.66,161.11,coffee
97.6,23.9,32.5,27.47,54.85,6.55,155.35,coffee
99.7,27.8,31.9,24.38,54.96,6.97,150.56,coffee
89.9,25.6,29.3,27.83,60.27,6.94,169.8,coffee
107.6,24.7,29.6,24.02,56.87,6.81,159.52,coffee
110.5,22.9,31.0,23.63,57.78,6.82,154.28,coffee
104.4,23.7,26.7,26.34,62.73,6.3,175.83,coffee
100.3,22.2,27.7,25.52,56.29,6.21,132.09,coffee
